nombre;estilo;og;abv;ibu;color_srm;litros;publicada;autor;url
Brown Ale (19);13B - British Brown Ale (BJCP 2015);1.052;5.11;22.1;19.30833758725871;90;2022-08-17;Sergio Corbalan;https://www.brew-o-matic.com.ar/#/recipe/clone/BrownAle19S-58338467b210b71d0065dc29-1508985524531
Brown Ale - BROWAR;13B - British Brown Ale (BJCP 2015);1.066;6.48;19.8;20.795326959972524;100;2023-01-07;Sebastian Nuñez Szymanski;https://www.brew-o-matic.com.ar/#/recipe/clone/BrownAleBROWAR-553e99647111039c4500006a-1673098940259
Brown Ale 120lts;13B - British Brown Ale (BJCP 2015);1.051;5.01;12.5;20.425727300439036;250;2026-06-06;Leonardo romero;https://www.brew-o-matic.com.ar/#/recipe/clone/BrownAle120lts-5b079b5c2f37420004aaf0cb-1777233670873
Brown Ale Q.V. 20.6.16;13B - British Brown Ale (BJCP 2015);1.045;4.6;15.3;18.391396245374796;60;2016-06-20;Manuel Miguel;https://www.brew-o-matic.com.ar/#/recipe/clone/BrownAleQV20616-55fc20b1aca12443300000b8-1466431590294
CHARLIE BROWN JR;13B - British Brown Ale (BJCP 2015);1.05;4.91;26.9;22.347476686979043;55;2026-03-26;Jonathan lucero;https://www.brew-o-matic.com.ar/#/recipe/clone/CHARLIEBROWNJR-5ba1c6a6cd5f790004cf3af3-1774558317882
Coffe Brown ale  Atitlan;13B - British Brown Ale (BJCP 2015);1.041;4.19;17;27.51126493976742;235;2023-01-19;Edgar Emilio Mazariegos;https://www.brew-o-matic.com.ar/#/recipe/clone/CoffeBrownaleAtitlan-5bec30f1b2f35e0004b1461b-1665461782575
Colorada Argenta de Primavera;13B - British Brown Ale (BJCP 2015);1.045;4.72;25.9;15.877719790374577;55;2018-09-20;Diego Bocalon;https://www.brew-o-matic.com.ar/#/recipe/clone/ColoradadePrimavera-59825257167b371d00862056-1537455822148
Elemental mi querido;13B - British Brown Ale (BJCP 2015);1.051;5.01;20.4;18.350814130026006;20;2022-11-16;;https://www.brew-o-matic.com.ar/#/recipe/clone/Elementalmiquerido-5b787488b8798200042d2d1f-1637939570231
English Brown Ale;13B - British Brown Ale (BJCP 2015);1.059;5.8;29.5;23.454313322435258;20;2018-04-28;Cerveza Ragnar;https://www.brew-o-matic.com.ar/#/recipe/clone/EnglishBrownAle-5938c0a4c02e1b1d0090efc7-1511975541276
English Brown Ale - PEKKO;13B - British Brown Ale (BJCP 2015);1.058;5.7;19.3;20.897459626776484;1500;2018-08-03;Hernan Castellani;https://www.brew-o-matic.com.ar/#/recipe/clone/EnglishBrownAlePekko-528cc6ccf0fff9320f0004d3-1533326509940
Fedeltá Brown;13B - British Brown Ale (BJCP 2015);1.058;5.7;20.2;27.879766593745842;22;2017-09-12;Norberto Lanosa;https://www.brew-o-matic.com.ar/#/recipe/clone/FedeltBrown-582da18aecb5891d0038aece-1505245865114
Feniks Nutcastle;13B - British Brown Ale (BJCP 2015);1.05;4.91;34.3;18.318318825497737;50;2019-02-17;Diego Vukovich;https://www.brew-o-matic.com.ar/#/recipe/clone/BrownALE-598c8ee9f324041d00d909cd-1548198428653
Imperial brown ale (reload);13B - British Brown Ale (BJCP 2015);1.075;7.66;30;21.06717495398253;45;2020-07-16;Leonardo Guillan;https://www.brew-o-matic.com.ar/#/recipe/clone/Imperialbrownalereload-54970af91c28d2ac7f0024b4-1594781936020
Jackie Brown II;13B - British Brown Ale (BJCP 2015);1.052;5.45;24;21.9777715516806;51.5;2017-05-23;Lautaro Cozzani;https://www.brew-o-matic.com.ar/#/recipe/clone/JackieBrownII-5245bff54b11374753000005-1493736001324
Jaime Marrón;13B - British Brown Ale (BJCP 2015);1.051;5.48;25.2;18.588314217073602;25;2018-02-05;POPEA;https://www.brew-o-matic.com.ar/#/recipe/clone/JaimeMarrn-593b228c7e943a1d00539277-1517870254069
"James ""Foster"" Brown";13B - British Brown Ale (BJCP 2015);1.044;4.32;20;14.720332564634731;18;2022-12-30;diego perrotta;https://www.brew-o-matic.com.ar/#/recipe/clone/JamesFosterBrown-5bbce3c53ff53300045f770d-1672408211418
James Brown;13B - British Brown Ale (BJCP 2015);1.06;5.9;20.5;20.10596360009016;32;2020-05-26;Ariel Tomaz;https://www.brew-o-matic.com.ar/#/recipe/clone/JamesBrown-5bdf7039926726000427df2e-1590099372432
James Brown ale;13B - British Brown Ale (BJCP 2015);1.085;8.35;22.8;21.35426445481041;20;2017-07-17;Javier Speziale;https://www.brew-o-matic.com.ar/#/recipe/clone/JamesBrownale-58d3cb1ab188201d00ff8f53-1497358694102
PANZA NORTHERN ENGLISH BROWN ALE;13B - British Brown Ale (BJCP 2015);1.048;4.72;13.7;20.64853476852697;30;2018-02-20;PANZA;https://www.brew-o-matic.com.ar/#/recipe/clone/PANZAENGLISHBROWN-5a674e744fbd1f1d00fba6f0-1518835945815
Pumpkin Ale tardía;13B - British Brown Ale (BJCP 2015);1.058;5.7;39.9;16.849416868083317;17;2020-02-21;Cristian C;https://www.brew-o-matic.com.ar/#/recipe/clone/PumpkinAle-5e3b5ee6b24be700041667de-1582327525721
RHEA BROWN 2019;13B - British Brown Ale (BJCP 2015);1.046;4.52;22;21.28265854391388;60;2020-02-19;jose luis Abraham;https://www.brew-o-matic.com.ar/#/recipe/clone/RHEABROWN2019-558f06fd546fbcc331001e0e-1564701410184
Retomando por lo oscuro;13B - British Brown Ale (BJCP 2015);1.033;3.24;;23.875933882347386;24;2024-11-25;Ja17R R;https://www.brew-o-matic.com.ar/#/recipe/clone/Retomando-5953c23a38f5931d0089befd-1732562609240
Ritmo y Sustancia Brown Ale;13B - British Brown Ale (BJCP 2015);1.047;4.62;21.9;19.393065351397727;25;2017-07-10;Ivan Ezequiel Cerda;https://www.brew-o-matic.com.ar/#/recipe/clone/RitmoySustanciaBrownAle-52e80400df26334d2c000563-1495332535424
Simple Brown;13B - British Brown Ale (BJCP 2015);1.051;5.01;24;21.185603947155137;30;2018-05-05;Ramiro Martínez;https://www.brew-o-matic.com.ar/#/recipe/clone/SimpleBrown-59dbdff5b18b241d007fe0f0-1508079756639
brown;13B - British Brown Ale (BJCP 2015);1.054;5.31;25.8;22.858136934286563;20;2020-02-12;Juan Esteban Vrdoljak;https://www.brew-o-matic.com.ar/#/recipe/clone/brown-582a0e144f62011d00fc2418-1576421030710
brown;13B - British Brown Ale (BJCP 2015);1.043;4.39;16.3;25.399202286887054;10;2022-08-26;;https://www.brew-o-matic.com.ar/#/recipe/clone/brown-5b89656d626ef000043147f1-1661552504884
brown terranova;13B - British Brown Ale (BJCP 2015);1.047;4.62;19.6;20.156586142770486;53;2020-04-28;lucas v;https://www.brew-o-matic.com.ar/#/recipe/clone/brownterranova-5c7c9b0a6ef9a2000474bc6d-1588081081791
good brown ale;13B - British Brown Ale (BJCP 2015);1.051;5.21;20;28.028520246435495;24;2019-05-24;Diego Pérez;https://www.brew-o-matic.com.ar/#/recipe/clone/gotbrownale-5b4004087e17f90004eac694-1558724951679
stout;13C - English Porter;1.048;4.72;14.7;42.55283967747718;45;2024-07-17;marcos Ranz;https://www.brew-o-matic.com.ar/#/recipe/clone/BSPorter-6689a6c33522d574921e8ccf-1721229086064
"""Birra en lo del Pela"" Porter";13C - English Porter (BJCP 2015);1.048;4.72;24.8;27.253873202875916;55;2017-05-17;Pablo Ceser;https://www.brew-o-matic.com.ar/#/recipe/clone/PorterMATEOS-565cc047de3e80635daf5f22-1493328768633
#28 - English Porter;13C - English Porter (BJCP 2015);1.046;4.52;24.7;23.83992913269548;50;2017-03-21;Beto Hadis;https://www.brew-o-matic.com.ar/#/recipe/clone/27EnglishPorter-540a466c3649d08d060016cc-1490120649578
#35 English Porter;13C - English Porter (BJCP 2015);1.045;4.42;29.5;24.117040092498673;70;2017-08-03;Beto Hadis;https://www.brew-o-matic.com.ar/#/recipe/clone/35EnglishPorter-540a466c3649d08d060016cc-1500161502232
150619 Nut Porter;13C - English Porter (BJCP 2015);1.047;4.62;24.8;28.511558972886714;22.5;2024-10-06;Nicolas Bella;https://www.brew-o-matic.com.ar/#/recipe/clone/150619NutPorter-5851bd6d664f2f1d00a33abb-1560440181857
Apolo Club - English Porter 60;13C - English Porter (BJCP 2015);1.05;4.91;22.8;29.61930358397765;62;2018-10-31;Iván Barenboim;https://www.brew-o-matic.com.ar/#/recipe/clone/ApoloClubEnglishPorter60-59b014adc268771d0081c169-1540989898367
BS_Porter;13C - English Porter (BJCP 2015);1.049;4.81;16.3;30.170964563122254;20;2016-11-06;Birra Store;https://www.brew-o-matic.com.ar/#/recipe/clone/BAScottish-57af058a4ad8541d000ad1d1-1473604358979
BS_Porter;13C - English Porter (BJCP 2015);1.052;5.11;26.9;29.749259283690172;20;2018-02-25;Franco Polonioli;https://www.brew-o-matic.com.ar/#/recipe/clone/BSPorter-599376a9463c441d009b22d5-1510444819443
BS_Porter Nn;13C - English Porter (BJCP 2015);1.05;4.91;23.3;32.30331754005813;20;2018-03-24;Pachi Pachisan;https://www.brew-o-matic.com.ar/#/recipe/clone/BSPorterNn-581e6a115311691d007763fa-1521378309788
BariPorter;13C - English Porter (BJCP 2015);1.047;4.8;23.3;27.67409946737055;50;2017-07-02;Martin Joaquin;https://www.brew-o-matic.com.ar/#/recipe/clone/BariPorter-52461c6c4b11374753000056-1499008071888
Black Manga;13C - English Porter (BJCP 2015);1.048;5.16;19.1;26.0248760293634;80;2021-12-02;Martin Frisone;https://www.brew-o-matic.com.ar/#/recipe/clone/PorterSuave-58e5383fdef0661d002b2d8c-1511554297325
Bogey Porter 20L;13C - English Porter (BJCP 2015);1.045;4.13;23.6;28.22774599480623;25;2019-04-16;Cerveza Köhler;https://www.brew-o-matic.com.ar/#/recipe/clone/Porterconcoco20L-5949bde5c1cbba1d00e591c1-1555430059280
Bruja Negra;13C - English Porter (BJCP 2015);1.047;4.8;24.3;23.10570765395505;360;2018-07-13;Pablo Ceser;https://www.brew-o-matic.com.ar/#/recipe/clone/BrujaNegra-565cc047de3e80635daf5f22-1530905395430
CHOCO PORTER;13C - English Porter (BJCP 2015);1.054;5.31;27.2;25.4998628811793;41;2021-02-03;Rodriguez Beer;https://www.brew-o-matic.com.ar/#/recipe/clone/CHOCOPORTER-5ad520484383a900042f8346-1598270518356
Choco PORTER;13C - English Porter (BJCP 2015);1.062;6.66;18.9;30.959547417563037;35;2018-08-13;pablo marcelo pereira barreto;https://www.brew-o-matic.com.ar/#/recipe/clone/ChocoPORTER-57eebaaf04cb941d00815d0a-1534026646006
Choco Porter;13C - English Porter (BJCP 2015);1.052;5.31;25;27.239140421215595;100;2024-04-09;Rodriguez Beer;https://www.brew-o-matic.com.ar/#/recipe/clone/ChocoPorter-5ad520484383a900042f8346-1698525654114
Choco Porter/naranja 2024;13C - English Porter (BJCP 2015);1.053;5.42;24.7;29.479124854038112;100;2025-01-16;Rodriguez Beer;https://www.brew-o-matic.com.ar/#/recipe/clone/ChocoPorter-5ad520484383a900042f8346-1726577998384
Choco Porter/naranja 2026;13C - English Porter (BJCP 2015);1.053;5.42;24.7;30.076263315850227;100;2026-03-10;Rodriguez Beer;https://www.brew-o-matic.com.ar/#/recipe/clone/ChocoPorternaranja2026-5ad520484383a900042f8346-1772639097627
Chococream Porter;13C - English Porter (BJCP 2015);1.055;5.4;15.3;28.680932834710962;30;2026-05-26;Gabriel Moreira;https://www.brew-o-matic.com.ar/#/recipe/clone/ChococreamPorter-5ba4ea397ff03a0004616de0-1779757470266
Chocolate dark lager;13C - English Porter (BJCP 2015);1.053;5.76;20.7;39.99980866079867;55;2024-11-19;Kuma;https://www.brew-o-matic.com.ar/#/recipe/clone/ChocolatedarkPorter-5b167e2714eaac0004623e35-1720621866839
Clandestina;13C - English Porter (BJCP 2015);1.054;5.31;19.3;29.18756850099233;26;2020-05-04;Ariel Tomaz;https://www.brew-o-matic.com.ar/#/recipe/clone/Clandestina-5bdf7039926726000427df2e-1585615211355
Clase Obrera;13C - English Porter (BJCP 2015);1.059;6.34;26.2;42.90130042686343;26;2021-03-27;Hauker;https://www.brew-o-matic.com.ar/#/recipe/clone/ClaseObreraIII-5c7562b8b4b80b00043e32d8-1615943325047
Coffe Porter;13C - English Porter (BJCP 2015);1.05;5.11;20;25.15374753241198;55;2019-12-16;Gabriel Paz;https://www.brew-o-matic.com.ar/#/recipe/clone/PorterPaz-5998eb317be5d01d0036b5d5-1548097761817
Concurso Leandro Laferriere - 13C - English Porter (BJCP 2015);13C - English Porter (BJCP 2015);1.047;4.62;19.2;24.378611931005814;20;2018-10-05;Marcelo Guardia;https://www.brew-o-matic.com.ar/#/recipe/clone/ConcursoLeandroLaferriere13CEnglishPorterBJCP2015-5699c3a4c170c61d00c2687c-1538696055581
Cristian;13C - English Porter (BJCP 2015);1.059;5.8;0;36.66364047470801;40;2021-10-08;Cristian Rivas;https://www.brew-o-matic.com.ar/#/recipe/clone/Cristian-563e9c5637ef82b8635a3eb4-1522416268764
Del Bosque Porter;13C - English Porter (BJCP 2015);1.064;6.54;29.3;34.61631725888631;20;2021-01-13;Lucas Verdi;https://www.brew-o-matic.com.ar/#/recipe/clone/DelBosquePorter-5ffe36ce14f5290004e178d5-1610543779173
E.Porter 1.0;13C - English Porter (BJCP 2015);1.041;4.19;19.7;26.965741058690416;20;2019-01-20;GuillermoGranad;https://www.brew-o-matic.com.ar/#/recipe/clone/EPorter10-5b747e21fbf82c000426e991-1547961186186
El Descamisado;13C - English Porter (BJCP 2015);1.057;5.23;20;31.293187938244408;10;2019-11-09;Juan al Frente;https://www.brew-o-matic.com.ar/#/recipe/clone/ElDescamisado-5bd353568c21f4000403fa1c-1569066022700
English Porter;13C - English Porter (BJCP 2015);1.049;5.01;23.3;27.83870921002652;24;2018-12-05;Nafer Bustamante;https://www.brew-o-matic.com.ar/#/recipe/clone/BrownPorterII-5b2ed60ecbcf490004af8363-1544016857197
English Porter;13C - English Porter (BJCP 2015);1.045;4.42;16.7;30.084681933211147;100;2019-04-15;Emiliano Martino;https://www.brew-o-matic.com.ar/#/recipe/clone/EnglishPorterMaltasWeyermann-5a43b4c3c4dd041d00fad0ee-1524252767789
English Porter - Cerveza Balconada;13C - English Porter (BJCP 2015);1.05;5.11;17.2;25.144375219767277;50;2017-09-02;Javier Gómez;https://www.brew-o-matic.com.ar/#/recipe/clone/EnglishPorterCervezaBalconada-57d9f664cc29b51d00e048b0-1493212673968
English Porter CSF;13C - English Porter (BJCP 2015);1.048;4.72;42.3;37.890481783393746;20;2024-05-24;Emiliano Crotti;https://www.brew-o-matic.com.ar/#/recipe/clone/EnglishPorterCSF-628bdc4800664f94169a5db0-1716563898080
English Porter LOYAL;13C - English Porter (BJCP 2015);1.069;7.05;18.8;39.74972010575991;40;2022-09-01;Sebastian Leal Herman;https://www.brew-o-matic.com.ar/#/recipe/clone/EnglishPorter-604f51ccb1023a000474b315-1657491608706
English Porter Pablo;13C - English Porter (BJCP 2015);1.046;4.52;22.4;26.861760022040514;45;2018-08-29;pablo marcelo pereira barreto;https://www.brew-o-matic.com.ar/#/recipe/clone/EnglishPorter-57eebaaf04cb941d00815d0a-1535144271669
English Porter colaborativa PapaLoko-Sholken;13C - English Porter (BJCP 2015);1.05;4.91;28.5;30.02760126556428;300;2019-07-25;PapaLoko-Sholken Colaborativa;https://www.brew-o-matic.com.ar/#/recipe/clone/EnglishPortercolaborativaPapaLokoSholken-5d39963205442400041b7fe4-1564060595447
English Porter do deda;13C - English Porter (BJCP 2015);1.052;5.11;20.6;29.867337743701743;38;2021-03-06;Diego da Rocha Santos;https://www.brew-o-matic.com.ar/#/recipe/clone/EnglishPorterdodeda-5d911325b49d5e0004732d69-1615054230411
Fallen branch porter;13C - English Porter (BJCP 2015);1.042;4.51;24.4;25.99122765585761;24;2018-01-03;Lien Tori;https://www.brew-o-matic.com.ar/#/recipe/clone/SeabrookPorter40Lts-58ee2bd7fcc3b41d005b0723-1514977065670
Fuller's London Porter 50 lts;13C - English Porter (BJCP 2015);1.057;5.82;22.8;41.70386685257026;50;2023-09-11;Jorge;https://www.brew-o-matic.com.ar/#/recipe/clone/FullersLondonPorter-59fb39f9d9d78b1d006d7429-1673365355429
G&P's ArgPorter;13C - English Porter (BJCP 2015);1.049;5.26;17.4;28.626488727753927;25;2017-03-03;Juli Matrangolo;https://www.brew-o-matic.com.ar/#/recipe/clone/GPsArgPorter-58050f9fa55f631d00f2f794-1488504561210
Gunta Porter;13C - English Porter (BJCP 2015);1.047;4.62;20.3;20.87194792539627;300;2017-09-15;Santiago Gutiérrez;https://www.brew-o-matic.com.ar/#/recipe/clone/GuntaPorter-59bae046358ae01d00ec50c4-1505477736711
IMPERIAL PORTER;13C - English Porter (BJCP 2015);1.07;7.89;20.9;28.289225206816848;31;2023-03-07;Miguel  angel pebtz;https://www.brew-o-matic.com.ar/#/recipe/clone/AMERICANSTOUT-58518abb664f2f1d00a3393e-1678216167980
Imperial Porter con Calafate y Lenga;13C - English Porter (BJCP 2015);1.07;7.15;25.7;35.62673705454807;200;2026-04-16;Leonel Delfino;https://www.brew-o-matic.com.ar/#/recipe/clone/ImperialStout-59edf4443cf0dd1d00c7923f-1684534607536
Imperial Rauch Porter Stein Survecera;13C - English Porter (BJCP 2015);1.075;8.06;31.2;28.96754822959562;160;2017-11-09;Foca Nunell;https://www.brew-o-matic.com.ar/#/recipe/clone/ImperialRauchPorterSteinSurvecera-524856044b113747530000fd-1510245556894
Juana Porter;13C - English Porter (BJCP 2015);1.063;6.19;21.9;26.8167791348082;450;2017-07-09;Marcos Moyano;https://www.brew-o-matic.com.ar/#/recipe/clone/JuanaPorter-58a5dd1dbd277a1d001153e6-1499550419975
LUVIC Porter;13C - English Porter (BJCP 2015);1.044;4.32;19;28.54694453636267;50;2018-10-16;Gustavo Adrian Courtade;https://www.brew-o-matic.com.ar/#/recipe/clone/LUVICPorter-57d180f290fff11d003a8ab4-1536610598785
La Negra Inglesa;13C - English Porter (BJCP 2015);1.055;5.4;20.3;23.06170889981679;60;2018-05-03;Stephan Schindler;https://www.brew-o-matic.com.ar/#/recipe/clone/LaNegra-57f5058e7a3f0b1d007aa569-1501251359256
Lechita de pantera;13C - English Porter (BJCP 2015);1.053;5.42;13.8;40.38075074664801;36;2018-12-14;Camilo Fernandez;https://www.brew-o-matic.com.ar/#/recipe/clone/Lechitadepantera-59847b838fb81f1d00371c66-1544641361652
Lo que Tenemos Beer;13C - English Porter (BJCP 2015);1.048;5.03;5.9;25.172061527852033;55;2021-04-16;Diego Bocalon;https://www.brew-o-matic.com.ar/#/recipe/clone/-59825257167b371d00862056-1618584871539
London Porter;13C - English Porter (BJCP 2015);1.048;4.4;20.5;28.313914306502383;50;2023-05-06;Javier Rivero;https://www.brew-o-matic.com.ar/#/recipe/clone/LondonPorter-558174a3daa6c2a276003b25-1683408662261
Michel Porter;13C - English Porter (BJCP 2015);1.05;4.91;19.3;32.083600227378206;70;2018-09-11;Walter Michel;https://www.brew-o-matic.com.ar/#/recipe/clone/MichelPorter-59094e1045cafa1d004f121b-1536699880289
Milk Porter;13C - English Porter (BJCP 2015);1.057;5.82;13.8;36.451153193973234;19;2018-11-28;Maximiliano Demaria;https://www.brew-o-matic.com.ar/#/recipe/clone/Porter-57e18b350116e91d00ce166e-1543421578243
Negra;13C - English Porter (BJCP 2015);1.052;5.31;23.5;23.289104833360803;55;2020-01-23;Juan Cruz;https://www.brew-o-matic.com.ar/#/recipe/clone/Negra-5aa5ef26d98ac8001d6604f3-1548743416635
Negra tostada;13C - English Porter (BJCP 2015);1.044;4.32;0;30.529267778730095;30;2020-10-08;DIEGO HECTOR NUÑEZ;https://www.brew-o-matic.com.ar/#/recipe/clone/Negratostada-5f319a1a11635b0004b77fc5-1602179792211
Negruli;13C - English Porter (BJCP 2015);1.049;4.81;25.5;38.245512717112646;50;2018-02-24;Lucio Diaz;https://www.brew-o-matic.com.ar/#/recipe/clone/PorterSolitaria-59aca227f078c81d00fec056-1519478666157
ObeerLondon Porter Copa 1;13C - English Porter (BJCP 2015);1.051;5.01;25.8;25.935423524955365;20;2024-03-07;Lolo;https://www.brew-o-matic.com.ar/#/recipe/clone/PorterCopa-5975664f0e18d01d0031143b-1533864827957
Origen Porter;13C - English Porter (BJCP 2015);1.052;5.11;15.8;31.63304285210886;35;2017-07-02;Hernan Javier Fredes;https://www.brew-o-matic.com.ar/#/recipe/clone/OrigenPorter-5731fbad93112b1d00b13dab-1498956935374
PIKY PORTER;13C - English Porter (BJCP 2015);1.05;5.11;25.2;29.81070202403687;60;2018-02-27;Fernando Hernandez;https://www.brew-o-matic.com.ar/#/recipe/clone/PIKYPORTER-580e29379ed2671d00665a16-1519744022481
PIKY PORTER;13C - English Porter (BJCP 2015);1.052;5.31;19.8;29.391494573289233;18;2017-01-11;Fernando Hernandez;https://www.brew-o-matic.com.ar/#/recipe/clone/PikyPorter-580e29379ed2671d00665a16-1484095859022
PORTER;13C - English Porter (BJCP 2015);1.056;5.5;18.6;36.010342745326895;360;2018-10-17;Gonzalo Martin;https://www.brew-o-matic.com.ar/#/recipe/clone/PORTER-59e339cf7e2a371d00bb1c91-1508674550030
PORTER ( DON VICUS );13C - English Porter (BJCP 2015);1.055;5.4;19.6;38.62946983646625;440;2021-10-12;;https://www.brew-o-matic.com.ar/#/recipe/clone/VainillaPorterMilk-590dca4873fc0c1d007e1f19-1590971351363
PORTER 9 DEAD 1814;13C - English Porter (BJCP 2015);1.05;5.11;21.9;27.278847288492976;60;2019-06-12;Diego Bocalon;https://www.brew-o-matic.com.ar/#/recipe/clone/PORTER8DEAD-59825257167b371d00862056-1560364211841
PORTER CASA;13C - English Porter (BJCP 2015);1.057;5.6;23.8;46.657200948770786;50;2024-12-06;Mariano Sturla;https://www.brew-o-matic.com.ar/#/recipe/clone/PORTERCASA-592ec24e6715da1d007d3f11-1733520825474
PORTER INGLESA 13C;13C - English Porter (BJCP 2015);1.052;5.11;27.4;23.582191505797084;41;2020-02-11;Rodriguez Beer;https://www.brew-o-matic.com.ar/#/recipe/clone/PORTERINGLESA13C-5ad520484383a900042f8346-1580926870419
PORTER LEO2;13C - English Porter (BJCP 2015);1.045;4.42;20.4;28.848516349049202;55;2017-07-06;leonardo mangone;https://www.brew-o-matic.com.ar/#/recipe/clone/PORTERLEO2-571fa5e517142e1d000afda1-1499278317410
PORTER OCEAN NUEVA 2;13C - English Porter (BJCP 2015);1.053;5.21;26.1;29.081125185204293;44;2020-03-01;ADRIAN ARROYO;https://www.brew-o-matic.com.ar/#/recipe/clone/PORTERYOGYBEER-5e33a19061027a0004def02a-1582948848375
PORTER PULALAKIS;13C - English Porter (BJCP 2015);1.047;4.8;20.1;28.710774772774908;25.5;2018-12-26;Peco;https://www.brew-o-matic.com.ar/#/recipe/clone/PORTERPULALAKIS-5a2dd067d392f71d007935a0-1532811250858
Patagonia Ahumada;13C - English Porter (BJCP 2015);1.057;5.82;19.2;30.469300179155574;310;2019-06-25;Carlos Pellegrini;https://www.brew-o-matic.com.ar/#/recipe/clone/PatagoniaAhumada220-5967eefa4ac4011d001584a2-1530706734038
Patagonia Ahumada 259;13C - English Porter (BJCP 2015);1.053;5.42;19.1;25.18668910581697;310;2019-06-25;Carlos Pellegrini;https://www.brew-o-matic.com.ar/#/recipe/clone/PatagoniaAhumada259-5967eefa4ac4011d001584a2-1539687557530
Porteeeer;13C - English Porter (BJCP 2015);1.052;5.11;29.9;27.101749542247994;20;2020-11-07;Alejo Palavecino;https://www.brew-o-matic.com.ar/#/recipe/clone/Porteeeer-5d17960cfaf62e0004399a7c-1597420443416
